ANKRD20A1	ANKRD20A1
ANKRD20A2	ANKRD20A2
ANKRD20A3	ANKRD20A3
ANKRD20A4	ANKRD20A4
ANKRD22	ANKRD22
ANKRD23	ANKRD23
ANKRD24	ANKRD24
ANKRD26	ANKRD26
ANKRD27	ANKRD27
ANKRD28	ANKRD28
ANKRD29	ANKRD29
ANKRD30A	ANKRD30A
ANKRD30B	ANKRD30B
ANKRD30BL	ANKRD30BL
ANKRD31	ANKRD31
ANKRD33	ANKRD33
ANKRD33B	ANKRD33B
ANKRD34A	ANKRD34A
ANKRD34C	ANKRD34C
ANKRD35	ANKRD35
ANKRD36	ANKRD36
ANKRD36B	ANKRD36B
ANKRD36C	ANKRD36C
ANKRD37	ANKRD37
ANKRD39	ANKRD39
ANKRD40	ANKRD40
ANKRD42	ANKRD42
ANKRD44	ANKRD44
ANKRD44.IT1	ANKRD44.IT1
ANKRD45	ANKRD45
ANKRD46	ANKRD46
ANKRD49	ANKRD49
ANKRD50	ANKRD50
ANKRD52	ANKRD52
ANKRD53	ANKRD53
ANKRD54	ANKRD54
ANKRD6	ANKRD6
ANKRD62	ANKRD62
ANKRD65	ANKRD65
ANKRD7	ANKRD7
ANKRD9	ANKRD9
ANKS1A	ANKS1A
ANKS1B	ANKS1B
ANKS3	ANKS3
ANKS4B	ANKS4B
ANKS6	ANKS6
ANKUB1	ANKUB1
ANKZF1	ANKZF1
ANLN	ANLN
ANO1	ANO1
ANO10	ANO10
ANO3	ANO3
ANO5	ANO5
ANO6	ANO6
ANO7	ANO7
ANO8	ANO8
ANO9	ANO9
ANOS1	ANOS1
ANP32A	ANP32A
ANP32B	ANP32B
ANP32D	ANP32D
ANP32E	ANP32E
ANPEP	ANPEP
ANTXR1	ANTXR1
ANTXR2	ANTXR2
ANXA1	ANXA1
ANXA10	ANXA10
ANXA11	ANXA11
ANXA13	ANXA13
ANXA2	ANXA2
ANXA2R	ANXA2R
ANXA3	ANXA3
ANXA4	ANXA4
ANXA5	ANXA5
ANXA6	ANXA6
ANXA7	ANXA7
ANXA8L1	ANXA8L1
ANXA9	ANXA9
AOAH	AOAH
AOC1	AOC1
AOC2	AOC2
AOC3	AOC3
AOX1	AOX1
AP1AR	AP1AR
AP1B1	AP1B1
AP1G1	AP1G1
AP1G2	AP1G2
AP1M1	AP1M1
AP1M2	AP1M2
AP1S1	AP1S1
AP1S2	AP1S2
AP1S3	AP1S3
AP2A1	AP2A1
AP2A2	AP2A2
AP2B1	AP2B1
AP2M1	AP2M1
AP2S1	AP2S1
AP3B1	AP3B1
AP3B2	AP3B2
AP3D1	AP3D1
AP3M1	AP3M1
AP3M2	AP3M2
AP3S1	AP3S1
AP3S2	AP3S2
AP4B1	AP4B1
AP4E1	AP4E1
AP4M1	AP4M1
AP4S1	AP4S1
AP5B1	AP5B1
AP5M1	AP5M1
AP5S1	AP5S1
AP5Z1	AP5Z1
APAF1	APAF1
APBA1	APBA1
APBA2	APBA2
APBA3	APBA3
APBB1	APBB1
APBB1IP	APBB1IP
APBB2	APBB2
APBB3	APBB3
APC	APC
APC2	APC2
APCDD1	APCDD1
APCDD1L	APCDD1L
APCS	APCS
APEH	APEH
APELA	APELA
APEX1	APEX1
APEX2	APEX2
APH1A	APH1A
APH1B	APH1B
API5	API5
APIP	APIP
APITD1.CORT	APITD1.CORT
APLF	APLF
APLN	APLN
APLNR	APLNR
APLP1	APLP1
APLP2	APLP2
APMAP	APMAP
APOA2	APOA2
APOB	APOB
APOBEC2	APOBEC2
APOBEC3A	APOBEC3A
APOBEC3B	APOBEC3B
APOBEC3C	APOBEC3C
APOBEC3F	APOBEC3F
APOBEC3G	APOBEC3G
APOBEC3H	APOBEC3H
APOBR	APOBR
APOC1	APOC1
APOC2	APOC2
APOC4	APOC4
APOD	APOD
APOE	APOE
APOF	APOF
APOH	APOH
APOL1	APOL1
APOL2	APOL2
APOL3	APOL3
APOL4	APOL4
APOL6	APOL6
APOLD1	APOLD1
APOM	APOM
APOO	APOO
APOOL	APOOL
APOPT1	APOPT1
APP	APP
APPBP2	APPBP2
APPL1	APPL1
APPL2	APPL2
APRT	APRT
APTR	APTR
APTX	APTX
AQP1	AQP1
AQP10	AQP10
AQP11	AQP11
AQP3	AQP3
AQP4	AQP4
AQP5	AQP5
AQP7	AQP7
AQP8	AQP8
AQP9	AQP9
AQR	AQR
AR	AR
ARAF	ARAF
ARAP1	ARAP1
ARAP2	ARAP2
ARAP3	ARAP3
ARC	ARC
ARCN1	ARCN1
AREG	AREG
AREL1	AREL1
ARF1	ARF1
ARF3	ARF3
ARF4	ARF4
ARF5	ARF5
ARF6	ARF6
ARFGAP1	ARFGAP1
ARFGAP2	ARFGAP2
ARFGAP3	ARFGAP3
ARFGEF1	ARFGEF1
ARFGEF2	ARFGEF2
ARFGEF3	ARFGEF3
ARFIP1	ARFIP1
ARFIP2	ARFIP2
ARFRP1	ARFRP1
ARG2	ARG2
ARGLU1	ARGLU1
ARHGAP1	ARHGAP1
ARHGAP10	ARHGAP10
ARHGAP11A	ARHGAP11A
ARHGAP11B	ARHGAP11B
ARHGAP12	ARHGAP12
ARHGAP15	ARHGAP15
ARHGAP17	ARHGAP17
ARHGAP18	ARHGAP18
ARHGAP19	ARHGAP19
ARHGAP20	ARHGAP20
ARHGAP21	ARHGAP21
ARHGAP22	ARHGAP22
ARHGAP23	ARHGAP23
ARHGAP24	ARHGAP24
ARHGAP25	ARHGAP25
ARHGAP26	ARHGAP26
ARHGAP27	ARHGAP27
ARHGAP27P1.BPTFP1.KPNA2P3	ARHGAP27P1.BPTFP1.KPNA2P3
ARHGAP28	ARHGAP28
ARHGAP29	ARHGAP29
ARHGAP30	ARHGAP30
ARHGAP31	ARHGAP31
ARHGAP32	ARHGAP32
ARHGAP33	ARHGAP33
ARHGAP35	ARHGAP35
ARHGAP39	ARHGAP39
ARHGAP4	ARHGAP4
ARHGAP42	ARHGAP42
ARHGAP44	ARHGAP44
ARHGAP45	ARHGAP45
ARHGAP5	ARHGAP5
ARHGAP6	ARHGAP6
ARHGAP8	ARHGAP8
ARHGAP9	ARHGAP9
ARHGDIA	ARHGDIA
ARHGDIB	ARHGDIB
ARHGDIG	ARHGDIG
ARHGEF1	ARHGEF1
ARHGEF10	ARHGEF10
ARHGEF10L	ARHGEF10L
ARHGEF11	ARHGEF11
ARHGEF12	ARHGEF12
ARHGEF15	ARHGEF15
ARHGEF16	ARHGEF16
ARHGEF17	ARHGEF17
ARHGEF18	ARHGEF18
ARHGEF19	ARHGEF19
ARHGEF2	ARHGEF2
ARHGEF25	ARHGEF25
ARHGEF26	ARHGEF26
ARHGEF28	ARHGEF28
ARHGEF3	ARHGEF3
ARHGEF33	ARHGEF33
ARHGEF35	ARHGEF35
ARHGEF37	ARHGEF37
ARHGEF38	ARHGEF38
ARHGEF38.IT1	ARHGEF38.IT1
ARHGEF39	ARHGEF39
ARHGEF4	ARHGEF4
ARHGEF40	ARHGEF40
ARHGEF5	ARHGEF5
ARHGEF6	ARHGEF6
ARHGEF7	ARHGEF7
ARHGEF9	ARHGEF9
ARID1A	ARID1A
ARID1B	ARID1B
ARID2	ARID2
ARID3A	ARID3A
ARID3B	ARID3B
ARID4A	ARID4A
ARID4B	ARID4B
ARID5A	ARID5A
ARID5B	ARID5B
ARIH1	ARIH1
ARIH2	ARIH2
ARIH2OS	ARIH2OS
ARL1	ARL1
ARL10	ARL10
ARL11	ARL11
ARL13B	ARL13B
ARL14	ARL14
ARL14EP	ARL14EP
ARL15	ARL15
ARL16	ARL16
ARL17A	ARL17A
ARL17B	ARL17B
ARL2	ARL2
ARL2BP	ARL2BP
ARL3	ARL3
ARL4A	ARL4A
ARL4C	ARL4C
ARL4D	ARL4D
ARL5A	ARL5A
ARL5B	ARL5B
ARL5C	ARL5C
ARL6	ARL6
ARL6IP1	ARL6IP1
ARL6IP4	ARL6IP4
ARL6IP5	ARL6IP5
ARL6IP6	ARL6IP6
ARL8A	ARL8A
ARL8B	ARL8B
ARL9	ARL9
ARMC1	ARMC1
ARMC10	ARMC10
ARMC12	ARMC12
ARMC2	ARMC2
ARMC3	ARMC3
ARMC4	ARMC4
ARMC5	ARMC5
ARMC6	ARMC6
ARMC7	ARMC7
ARMC8	ARMC8
ARMC9	ARMC9
ARMCX1	ARMCX1
ARMCX2	ARMCX2
ARMCX3	ARMCX3
ARMCX4	ARMCX4
ARMCX5	ARMCX5
ARMCX6	ARMCX6
ARMT1	ARMT1
ARNT	ARNT
ARNT2	ARNT2
ARNTL	ARNTL
ARNTL2	ARNTL2
ARPC1A	ARPC1A
ARPC1B	ARPC1B
ARPC2	ARPC2
ARPC3	ARPC3
ARPC4	ARPC4
ARPC5	ARPC5
ARPC5L	ARPC5L
ARPIN	ARPIN
ARPP19	ARPP19
ARRB1	ARRB1
ARRB2	ARRB2
ARRDC1	ARRDC1
ARRDC2	ARRDC2
ARRDC3	ARRDC3
ARRDC4	ARRDC4
ARRDC5	ARRDC5
ARSA	ARSA
ARSB	ARSB
ARSD	ARSD
ARSE	ARSE
ARSG	ARSG
ARSI	ARSI
ARSJ	ARSJ
ARSK	ARSK
ART3	ART3
ART4	ART4
ART5	ART5
ARTN	ARTN
ARV1	ARV1
ARVCF	ARVCF
ARX	ARX
AS3MT	AS3MT
ASAH1	ASAH1
ASAH2	ASAH2
ASAH2B	ASAH2B
ASAP1	ASAP1
ASAP1.IT2	ASAP1.IT2
ASAP2	ASAP2
ASAP3	ASAP3
ASB1	ASB1
ASB11	ASB11
ASB13	ASB13
ASB16	ASB16
ASB18	ASB18
ASB2	ASB2
ASB3	ASB3
ASB4	ASB4
ASB6	ASB6
ASB7	ASB7
ASB8	ASB8
ASB9	ASB9
ASCC1	ASCC1
ASCC2	ASCC2
ASCC3	ASCC3
ASCL1	ASCL1
ASCL2	ASCL2
ASCL5	ASCL5
ASF1A	ASF1A
ASF1B	ASF1B
ASGR1	ASGR1
ASH1L	ASH1L
ASH1L.IT1	ASH1L.IT1
ASH2L	ASH2L
ASIC1	ASIC1
ASIC2	ASIC2
ASIC3	ASIC3
ASIC4	ASIC4
ASL	ASL
ASMT	ASMT
ASMTL	ASMTL
ASNA1	ASNA1
ASNS	ASNS
ASNSD1	ASNSD1
ASPA	ASPA
ASPDH	ASPDH
ASPG	ASPG
ASPH	ASPH
ASPHD1	ASPHD1
ASPHD2	ASPHD2
ASPM	ASPM
ASPN	ASPN
ASPRV1	ASPRV1
ASPSCR1	ASPSCR1
ASRGL1	ASRGL1
ASS1	ASS1
ASTE1	ASTE1
ASTN1	ASTN1
ASTN2	ASTN2
ASXL1	ASXL1
ASXL2	ASXL2
ASXL3	ASXL3
ASZ1	ASZ1
ATAD1	ATAD1
ATAD2	ATAD2
ATAD2B	ATAD2B
ATAD3A	ATAD3A
ATAD3B	ATAD3B
ATAD3C	ATAD3C
ATAD5	ATAD5
ATAT1	ATAT1
ATCAY	ATCAY
ATE1	ATE1
ATF1	ATF1
ATF2	ATF2
ATF3	ATF3
ATF4	ATF4
ATF5	ATF5
ATF6	ATF6
ATF6B	ATF6B
ATF7	ATF7
ATF7IP	ATF7IP
ATF7IP2	ATF7IP2
ATG10	ATG10
ATG10.IT1	ATG10.IT1
ATG101	ATG101
ATG12	ATG12
ATG13	ATG13
ATG14	ATG14
ATG16L1	ATG16L1
ATG16L2	ATG16L2
ATG2A	ATG2A
ATG2B	ATG2B
ATG3	ATG3
ATG4A	ATG4A
ATG4B	ATG4B
ATG4C	ATG4C
ATG4D	ATG4D
ATG5	ATG5
ATG7	ATG7
ATG9A	ATG9A
ATG9B	ATG9B
ATIC	ATIC
ATL1	ATL1
ATL2	ATL2
ATL3	ATL3
ATM	ATM
ATMIN	ATMIN
ATN1	ATN1
ATOH7	ATOH7
ATOH8	ATOH8
ATOX1	ATOX1
ATP10A	ATP10A
ATP10B	ATP10B
ATP10D	ATP10D
ATP11A	ATP11A
ATP11B	ATP11B
ATP11C	ATP11C
ATP13A1	ATP13A1
ATP13A2	ATP13A2
ATP13A3	ATP13A3
ATP13A4	ATP13A4
ATP1A1	ATP1A1
ATP1A2	ATP1A2
ATP1A3	ATP1A3
ATP1A4	ATP1A4
ATP1B1	ATP1B1
ATP1B2	ATP1B2
ATP1B3	ATP1B3
ATP1B4	ATP1B4
ATP23	ATP23
ATP2A1	ATP2A1
ATP2A2	ATP2A2
ATP2A3	ATP2A3
ATP2B1	ATP2B1
ATP2B2	ATP2B2
ATP2B3	ATP2B3
ATP2B4	ATP2B4
ATP2C1	ATP2C1
