X7SK	X7SK
A1BG	A1BG
A1CF	A1CF
A2M	A2M
A2ML1	A2ML1
A4GALT	A4GALT
AAAS	AAAS
AACS	AACS
AADAC	AADAC
AADACL2	AADACL2
AADAT	AADAT
AAED1	AAED1
AAGAB	AAGAB
AAK1	AAK1
AAMDC	AAMDC
AAMP	AAMP
AAR2	AAR2
AARD	AARD
AARS	AARS
AARS2	AARS2
AARSD1	AARSD1
AASDH	AASDH
AASDHPPT	AASDHPPT
AASS	AASS
AATF	AATF
AATK	AATK
ABAT	ABAT
ABCA1	ABCA1
ABCA10	ABCA10
ABCA13	ABCA13
ABCA2	ABCA2
ABCA3	ABCA3
ABCA4	ABCA4
ABCA5	ABCA5
ABCA6	ABCA6
ABCA7	ABCA7
ABCA8	ABCA8
ABCA9	ABCA9
ABCB1	ABCB1
ABCB10	ABCB10
ABCB4	ABCB4
ABCB5	ABCB5
ABCB6	ABCB6
ABCB7	ABCB7
ABCB8	ABCB8
ABCB9	ABCB9
ABCC1	ABCC1
ABCC10	ABCC10
ABCC11	ABCC11
ABCC2	ABCC2
ABCC3	ABCC3
ABCC4	ABCC4
ABCC5	ABCC5
ABCC6	ABCC6
ABCC8	ABCC8
ABCC9	ABCC9
ABCD1	ABCD1
ABCD3	ABCD3
ABCD4	ABCD4
ABCE1	ABCE1
ABCF1	ABCF1
ABCF2	ABCF2
ABCF3	ABCF3
ABCG1	ABCG1
ABCG2	ABCG2
ABCG4	ABCG4
ABHD1	ABHD1
ABHD10	ABHD10
ABHD11	ABHD11
ABHD12	ABHD12
ABHD12B	ABHD12B
ABHD13	ABHD13
ABHD14A	ABHD14A
ABHD14B	ABHD14B
ABHD15	ABHD15
ABHD16A	ABHD16A
ABHD17A	ABHD17A
ABHD17B	ABHD17B
ABHD17C	ABHD17C
ABHD18	ABHD18
ABHD2	ABHD2
ABHD3	ABHD3
ABHD4	ABHD4
ABHD5	ABHD5
ABHD6	ABHD6
ABHD8	ABHD8
ABI1	ABI1
ABI2	ABI2
ABI3	ABI3
ABI3BP	ABI3BP
ABL1	ABL1
ABL2	ABL2
ABLIM1	ABLIM1
ABLIM2	ABLIM2
ABLIM3	ABLIM3
ABO	ABO
ABR	ABR
ABRACL	ABRACL
ABT1	ABT1
ABTB1	ABTB1
ABTB2	ABTB2
ACA64	ACA64
ACAA1	ACAA1
ACAA2	ACAA2
ACACA	ACACA
ACACB	ACACB
ACAD10	ACAD10
ACAD11	ACAD11
ACAD8	ACAD8
ACAD9	ACAD9
ACADL	ACADL
ACADM	ACADM
ACADS	ACADS
ACADSB	ACADSB
ACADVL	ACADVL
ACAN	ACAN
ACAP1	ACAP1
ACAP2	ACAP2
ACAP3	ACAP3
ACAT1	ACAT1
ACAT2	ACAT2
ACBD3	ACBD3
ACBD4	ACBD4
ACBD5	ACBD5
ACBD6	ACBD6
ACBD7	ACBD7
ACCS	ACCS
ACD	ACD
ACE	ACE
ACE2	ACE2
ACER1	ACER1
ACER2	ACER2
ACER3	ACER3
ACHE	ACHE
ACIN1	ACIN1
ACKR2	ACKR2
ACKR3	ACKR3
ACKR4	ACKR4
ACLY	ACLY
ACMSD	ACMSD
ACO1	ACO1
ACO2	ACO2
ACOT11	ACOT11
ACOT13	ACOT13
ACOT2	ACOT2
ACOT4	ACOT4
ACOT7	ACOT7
ACOT8	ACOT8
ACOT9	ACOT9
ACOX1	ACOX1
ACOX2	ACOX2
ACOX3	ACOX3
ACOXL	ACOXL
ACP1	ACP1
ACP2	ACP2
ACP5	ACP5
ACP6	ACP6
ACP7	ACP7
ACPP	ACPP
ACR	ACR
ACRBP	ACRBP
ACSBG1	ACSBG1
ACSF2	ACSF2
ACSF3	ACSF3
ACSL1	ACSL1
ACSL3	ACSL3
ACSL4	ACSL4
ACSL5	ACSL5
ACSL6	ACSL6
ACSM1	ACSM1
ACSM2A	ACSM2A
ACSM2B	ACSM2B
ACSM3	ACSM3
ACSM5	ACSM5
ACSM6	ACSM6
ACSS1	ACSS1
ACSS2	ACSS2
ACSS3	ACSS3
ACTA1	ACTA1
ACTA2	ACTA2
ACTB	ACTB
ACTC1	ACTC1
ACTG1	ACTG1
ACTG2	ACTG2
ACTL10	ACTL10
ACTL6A	ACTL6A
ACTL6B	ACTL6B
ACTN1	ACTN1
ACTN2	ACTN2
ACTN4	ACTN4
ACTR10	ACTR10
ACTR1A	ACTR1A
ACTR1B	ACTR1B
ACTR2	ACTR2
ACTR3	ACTR3
ACTR3B	ACTR3B
ACTR3C	ACTR3C
ACTR5	ACTR5
ACTR6	ACTR6
ACTR8	ACTR8
ACTRT3	ACTRT3
ACVR1	ACVR1
ACVR1B	ACVR1B
ACVR1C	ACVR1C
ACVR2A	ACVR2A
ACVR2B	ACVR2B
ACVRL1	ACVRL1
ACY1	ACY1
ACY3	ACY3
ACYP1	ACYP1
ACYP2	ACYP2
ADA	ADA
ADAL	ADAL
ADAM10	ADAM10
ADAM12	ADAM12
ADAM15	ADAM15
ADAM17	ADAM17
ADAM19	ADAM19
ADAM21	ADAM21
ADAM22	ADAM22
ADAM23	ADAM23
ADAM28	ADAM28
ADAM29	ADAM29
ADAM32	ADAM32
ADAM33	ADAM33
ADAM8	ADAM8
ADAM9	ADAM9
ADAMDEC1	ADAMDEC1
ADAMTS1	ADAMTS1
ADAMTS10	ADAMTS10
ADAMTS12	ADAMTS12
ADAMTS13	ADAMTS13
ADAMTS14	ADAMTS14
ADAMTS16	ADAMTS16
ADAMTS17	ADAMTS17
ADAMTS18	ADAMTS18
ADAMTS2	ADAMTS2
ADAMTS3	ADAMTS3
ADAMTS4	ADAMTS4
ADAMTS5	ADAMTS5
ADAMTS6	ADAMTS6
ADAMTS7	ADAMTS7
ADAMTS8	ADAMTS8
ADAMTS9	ADAMTS9
ADAMTSL1	ADAMTSL1
ADAMTSL2	ADAMTSL2
ADAMTSL3	ADAMTSL3
ADAMTSL4	ADAMTSL4
ADAMTSL5	ADAMTSL5
ADAP1	ADAP1
ADAP2	ADAP2
ADAR	ADAR
ADARB1	ADARB1
ADARB2	ADARB2
ADAT1	ADAT1
ADAT2	ADAT2
ADAT3	ADAT3
ADCK1	ADCK1
ADCK2	ADCK2
ADCK5	ADCK5
ADCY1	ADCY1
ADCY2	ADCY2
ADCY3	ADCY3
ADCY4	ADCY4
ADCY5	ADCY5
ADCY6	ADCY6
ADCY7	ADCY7
ADCY9	ADCY9
ADCYAP1	ADCYAP1
ADCYAP1R1	ADCYAP1R1
ADD1	ADD1
ADD2	ADD2
ADD3	ADD3
ADGRA1	ADGRA1
ADGRA2	ADGRA2
ADGRA3	ADGRA3
ADGRB1	ADGRB1
ADGRB2	ADGRB2
ADGRB3	ADGRB3
ADGRD1	ADGRD1
ADGRD2	ADGRD2
ADGRE2	ADGRE2
ADGRE5	ADGRE5
ADGRF1	ADGRF1
ADGRF2	ADGRF2
ADGRF3	ADGRF3
ADGRF4	ADGRF4
ADGRF5	ADGRF5
ADGRG1	ADGRG1
ADGRG2	ADGRG2
ADGRG3	ADGRG3
ADGRG4	ADGRG4
ADGRG5	ADGRG5
ADGRG6	ADGRG6
ADGRL1	ADGRL1
ADGRL2	ADGRL2
ADGRL4	ADGRL4
ADGRV1	ADGRV1
ADH1A	ADH1A
ADH1B	ADH1B
ADH1C	ADH1C
ADH4	ADH4
ADH5	ADH5
ADH6	ADH6
ADH7	ADH7
ADHFE1	ADHFE1
ADI1	ADI1
ADIPOQ	ADIPOQ
ADIPOR1	ADIPOR1
ADIPOR2	ADIPOR2
ADIRF	ADIRF
ADK	ADK
ADM	ADM
ADM2	ADM2
ADM5	ADM5
ADNP	ADNP
ADNP2	ADNP2
ADO	ADO
ADORA1	ADORA1
ADORA2A	ADORA2A
ADORA2B	ADORA2B
ADORA3	ADORA3
ADPGK	ADPGK
ADPRH	ADPRH
ADPRHL1	ADPRHL1
ADPRHL2	ADPRHL2
ADPRM	ADPRM
ADRA1A	ADRA1A
ADRA2A	ADRA2A
ADRA2B	ADRA2B
ADRA2C	ADRA2C
ADRB1	ADRB1
ADRB2	ADRB2
ADRB3	ADRB3
ADRM1	ADRM1
ADSL	ADSL
ADSS	ADSS
ADSSL1	ADSSL1
ADTRP	ADTRP
AEBP1	AEBP1
AEBP2	AEBP2
AEN	AEN
AES	AES
AFAP1	AFAP1
AFAP1L1	AFAP1L1
AFAP1L2	AFAP1L2
AFDN	AFDN
AFF1	AFF1
AFF2	AFF2
AFF3	AFF3
AFF4	AFF4
AFG3L2	AFG3L2
AFMID	AFMID
AFTPH	AFTPH
AGA	AGA
AGAP1	AGAP1
AGAP1.IT1	AGAP1.IT1
AGAP2	AGAP2
AGAP3	AGAP3
AGAP4	AGAP4
AGAP6	AGAP6
AGAP9	AGAP9
AGBL1	AGBL1
AGBL2	AGBL2
AGBL3	AGBL3
AGBL4	AGBL4
AGBL5	AGBL5
AGER	AGER
AGFG1	AGFG1
AGFG2	AGFG2
AGGF1	AGGF1
AGK	AGK
AGL	AGL
AGMAT	AGMAT
AGMO	AGMO
AGO1	AGO1
AGO2	AGO2
AGO3	AGO3
AGO4	AGO4
AGPAT1	AGPAT1
AGPAT2	AGPAT2
AGPAT3	AGPAT3
AGPAT4	AGPAT4
AGPAT4.IT1	AGPAT4.IT1
AGPAT5	AGPAT5
AGPS	AGPS
AGR2	AGR2
AGR3	AGR3
AGRN	AGRN
AGT	AGT
AGTPBP1	AGTPBP1
AGTR1	AGTR1
AGTRAP	AGTRAP
AGXT	AGXT
AHCTF1	AHCTF1
AHCY	AHCY
AHCYL1	AHCYL1
AHCYL2	AHCYL2
AHDC1	AHDC1
AHI1	AHI1
AHNAK	AHNAK
AHNAK2	AHNAK2
AHR	AHR
AHRR	AHRR
AHSA1	AHSA1
AHSA2	AHSA2
AICDA	AICDA
AIDA	AIDA
AIF1	AIF1
AIF1L	AIF1L
AIFM1	AIFM1
AIFM2	AIFM2
AIFM3	AIFM3
AIG1	AIG1
AIM1	AIM1
AIM1L	AIM1L
AIMP1	AIMP1
AIMP2	AIMP2
AIP	AIP
AIPL1	AIPL1
AIRE	AIRE
AJAP1	AJAP1
AJUBA	AJUBA
AK1	AK1
AK2	AK2
AK3	AK3
AK4	AK4
AK5	AK5
AK6	AK6
AK7	AK7
AK8	AK8
AK9	AK9
AKAIN1	AKAIN1
AKAP1	AKAP1
AKAP10	AKAP10
AKAP11	AKAP11
AKAP12	AKAP12
AKAP13	AKAP13
AKAP17A	AKAP17A
AKAP2	AKAP2
AKAP3	AKAP3
AKAP5	AKAP5
AKAP6	AKAP6
AKAP7	AKAP7
AKAP8	AKAP8
AKAP8L	AKAP8L
AKAP9	AKAP9
AKIP1	AKIP1
AKIRIN1	AKIRIN1
AKIRIN2	AKIRIN2
AKNA	AKNA
AKNAD1	AKNAD1
AKR1A1	AKR1A1
AKR1B1	AKR1B1
AKR1B10	AKR1B10
AKR1B15	AKR1B15
AKR1C1	AKR1C1
AKR1C2	AKR1C2
AKR1C3	AKR1C3
AKR1C4	AKR1C4
AKR1D1	AKR1D1
AKR1E2	AKR1E2
AKR7A2	AKR7A2
AKR7A3	AKR7A3
AKT1	AKT1
AKT1S1	AKT1S1
AKT2	AKT2
AKT3	AKT3
AKT3.IT1	AKT3.IT1
AKTIP	AKTIP
ALAD	ALAD
ALAS1	ALAS1
ALB	ALB
ALCAM	ALCAM
ALDH16A1	ALDH16A1
ALDH18A1	ALDH18A1
ALDH1A1	ALDH1A1
ALDH1A2	ALDH1A2
ALDH1A3	ALDH1A3
ALDH1B1	ALDH1B1
ALDH1L1	ALDH1L1
ALDH1L2	ALDH1L2
ALDH2	ALDH2
ALDH3A2	ALDH3A2
ALDH3B1	ALDH3B1
ALDH4A1	ALDH4A1
ALDH5A1	ALDH5A1
ALDH6A1	ALDH6A1
ALDH7A1	ALDH7A1
ALDH8A1	ALDH8A1
ALDH9A1	ALDH9A1
ALDOA	ALDOA
ALDOB	ALDOB
ALDOC	ALDOC
ALG1	ALG1
ALG10	ALG10
ALG10B	ALG10B
ALG11	ALG11
ALG12	ALG12
ALG13	ALG13
ALG14	ALG14
ALG1L2	ALG1L2
ALG1L9P	ALG1L9P
ALG2	ALG2
ALG3	ALG3
ALG5	ALG5
ALG6	ALG6
ALG8	ALG8
ALG9	ALG9
ALK	ALK
ALKAL1	ALKAL1
ALKAL2	ALKAL2
ALKBH1	ALKBH1
ALKBH2	ALKBH2
ALKBH3	ALKBH3
ALKBH4	ALKBH4
ALKBH5	ALKBH5
ALKBH6	ALKBH6
ALKBH7	ALKBH7
ALKBH8	ALKBH8
ALMS1	ALMS1
ALMS1.IT1	ALMS1.IT1
ALOX12B	ALOX12B
ALOX15	ALOX15
ALOX15B	ALOX15B
ALOX5	ALOX5
ALOX5AP	ALOX5AP
ALOXE3	ALOXE3
ALPK1	ALPK1
ALPK2	ALPK2
ALPK3	ALPK3
ALPL	ALPL
ALPP	ALPP
ALS2	ALS2
ALS2CL	ALS2CL
ALS2CR11	ALS2CR11
ALS2CR12	ALS2CR12
ALYREF	ALYREF
AMACR	AMACR
AMBP	AMBP
AMBRA1	AMBRA1
AMD1	AMD1
AMDHD1	AMDHD1
AMDHD2	AMDHD2
AMER1	AMER1
AMER2	AMER2
AMER3	AMER3
AMFR	AMFR
AMH	AMH
AMHR2	AMHR2
AMIGO1	AMIGO1
AMIGO2	AMIGO2
AMIGO3	AMIGO3
AMMECR1	AMMECR1
AMMECR1.IT1	AMMECR1.IT1
AMMECR1L	AMMECR1L
AMN	AMN
AMN1	AMN1
AMOT	AMOT
AMOTL1	AMOTL1
AMOTL2	AMOTL2
AMPD2	AMPD2
AMPD3	AMPD3
AMPH	AMPH
AMT	AMT
AMY1A	AMY1A
AMY2A	AMY2A
AMY2B	AMY2B
AMZ1	AMZ1
AMZ2	AMZ2
ANAPC1	ANAPC1
ANAPC10	ANAPC10
ANAPC11	ANAPC11
ANAPC13	ANAPC13
ANAPC15	ANAPC15
ANAPC16	ANAPC16
ANAPC2	ANAPC2
ANAPC4	ANAPC4
ANAPC5	ANAPC5
ANAPC7	ANAPC7
ANG	ANG
ANGEL1	ANGEL1
ANGEL2	ANGEL2
ANGPT1	ANGPT1
ANGPT2	ANGPT2
ANGPT4	ANGPT4
ANGPTL1	ANGPTL1
ANGPTL2	ANGPTL2
ANGPTL3	ANGPTL3
ANGPTL4	ANGPTL4
ANGPTL6	ANGPTL6
ANK1	ANK1
ANK2	ANK2
ANK3	ANK3
ANKAR	ANKAR
ANKDD1A	ANKDD1A
ANKDD1B	ANKDD1B
ANKEF1	ANKEF1
ANKFY1	ANKFY1
ANKH	ANKH
ANKHD1	ANKHD1
ANKIB1	ANKIB1
ANKK1	ANKK1
ANKLE1	ANKLE1
ANKLE2	ANKLE2
ANKMY1	ANKMY1
ANKMY2	ANKMY2
ANKRA2	ANKRA2
ANKRD1	ANKRD1
ANKRD10	ANKRD10
ANKRD10.IT1	ANKRD10.IT1
ANKRD11	ANKRD11
ANKRD12	ANKRD12
ANKRD13A	ANKRD13A
ANKRD13B	ANKRD13B
ANKRD13C	ANKRD13C
ANKRD13D	ANKRD13D
ANKRD16	ANKRD16
ANKRD17	ANKRD17
ANKRD18A	ANKRD18A
ANKRD18B	ANKRD18B
